incident_id,timestamp,tool_id,product_id,line_id,input_units,good_units,scrap_units,rework_units,planned_minutes,downtime_minutes,unit_cost_proxy,unit_price_proxy,downtime_cost_per_min,event_type,event_note
INC-ALPHA-2026-01,2026-01-26T09:10:00Z,TOOL-06,PROD-F1,LINE-4,214,198,6,10,177,10,4.23,9.64,26.56,micro_stop,Micro stop logged during transition between product lots
INC-ALPHA-2026-01,2026-01-26T12:17:00Z,TOOL-10,PROD-D2,LINE-2,143,137,3,3,136,9,5.02,9.99,16.71,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-26T14:43:00Z,TOOL-05,PROD-A2,LINE-5,219,203,6,10,148,4,2.95,5.91,22.57,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-26T17:21:00Z,TOOL-12,PROD-D2,LINE-2,131,123,6,2,203,8,2.19,8.54,19.26,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-26T21:02:00Z,TOOL-04,PROD-F1,LINE-2,93,90,1,2,180,3,4.91,6.32,29.08,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-ALPHA-2026-01,2026-01-27T00:17:00Z,TOOL-11,PROD-D2,LINE-4,131,123,6,2,133,1,6.04,7.03,18.93,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-27T02:33:00Z,TOOL-03,PROD-D1,LINE-2,89,69,15,5,186,31,6.18,11.8,28.08,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-ALPHA-2026-01,2026-01-27T05:50:00Z,TOOL-10,PROD-E2,LINE-1,165,154,3,8,199,15,5.95,7.19,17.11,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-27T09:14:00Z,TOOL-06,PROD-B1,LINE-4,145,138,6,1,146,9,4.34,10.26,8.56,calibration_drift,Process parameter drift required inline recalibration procedure
INC-ALPHA-2026-01,2026-01-27T11:55:00Z,TOOL-09,PROD-C2,LINE-1,182,172,7,3,95,15,3.12,5.7,10.78,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-27T13:40:00Z,TOOL-06,PROD-C1,LINE-5,226,216,2,8,237,7,1.81,4.06,11.98,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-27T17:48:00Z,TOOL-12,PROD-A2,LINE-3,174,164,7,3,94,15,2.27,9.73,19.75,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-27T19:39:00Z,TOOL-09,PROD-F3,LINE-2,143,133,6,4,80,14,4.14,7.3,27.85,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-27T21:18:00Z,TOOL-09,PROD-B2,LINE-5,217,209,3,5,193,14,2.08,4.85,19.16,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-28T00:47:00Z,TOOL-01,PROD-D2,LINE-2,211,199,6,6,203,14,4.86,7.41,4.57,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-28T04:18:00Z,TOOL-10,PROD-A2,LINE-1,188,181,5,2,75,2,6.43,9.32,11.46,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-28T05:48:00Z,TOOL-06,PROD-D1,LINE-4,176,165,5,6,229,4,4.77,7.61,8.64,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-28T09:43:00Z,TOOL-12,PROD-B2,LINE-1,85,78,5,2,199,13,4.16,10.7,10.44,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-28T13:10:00Z,TOOL-12,PROD-F3,LINE-1,88,82,4,2,64,7,2.53,3.94,4.87,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-28T14:17:00Z,TOOL-04,PROD-F2,LINE-1,182,172,5,5,74,4,4.02,6.68,25.21,changeover_delay,Changeover extended due to calibration check after setup
INC-ALPHA-2026-01,2026-01-28T15:51:00Z,TOOL-10,PROD-F3,LINE-3,140,135,3,2,229,7,3.57,6.25,18.47,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-28T19:47:00Z,TOOL-11,PROD-F1,LINE-4,222,205,7,10,224,12,5.43,7.86,14.82,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-28T23:38:00Z,TOOL-09,PROD-D2,LINE-2,137,129,3,5,178,1,4.31,11.77,18.49,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-29T02:46:00Z,TOOL-04,PROD-C2,LINE-1,195,183,10,2,108,1,2.84,9.17,19.68,calibration_drift,Calibration check triggered after consecutive out-of-spec readings
INC-ALPHA-2026-01,2026-01-29T04:54:00Z,TOOL-12,PROD-F1,LINE-5,135,125,4,6,145,9,6.29,6.87,28.37,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-ALPHA-2026-01,2026-01-29T07:36:00Z,TOOL-04,PROD-F2,LINE-5,132,127,3,2,142,9,3.4,8.22,13.34,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-29T10:15:00Z,TOOL-08,PROD-A2,LINE-4,161,150,8,3,165,1,4.31,6.4,7.79,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-29T13:20:00Z,TOOL-12,PROD-D1,LINE-3,119,115,2,2,205,7,4,9.41,21.81,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-29T17:02:00Z,TOOL-12,PROD-F1,LINE-4,197,161,19,17,103,28,5.1,8.73,27.84,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-ALPHA-2026-01,2026-01-29T18:48:00Z,TOOL-09,PROD-A1,LINE-1,92,86,4,2,221,7,1.84,4.36,9.69,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-29T22:46:00Z,TOOL-11,PROD-D2,LINE-1,81,77,2,2,64,8,4.18,6.78,17.06,micro_stop,Minor sensor trigger caused momentary line hold
INC-ALPHA-2026-01,2026-01-29T23:57:00Z,TOOL-02,PROD-A2,LINE-5,118,112,2,4,124,11,2.84,6.78,13.7,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-30T02:10:00Z,TOOL-12,PROD-B2,LINE-3,100,92,4,4,68,2,3.53,7.04,16.38,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-ALPHA-2026-01,2026-01-30T03:25:00Z,TOOL-02,PROD-D2,LINE-4,164,151,6,7,84,1,2.65,11.13,22,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-30T04:52:00Z,TOOL-02,PROD-F1,LINE-3,219,209,8,2,140,0,6.31,9.86,23.56,micro_stop,Minor sensor trigger caused momentary line hold
INC-ALPHA-2026-01,2026-01-30T07:16:00Z,TOOL-05,PROD-B1,LINE-5,141,130,5,6,233,10,3.42,9.9,24.55,micro_stop,Brief line pause due to upstream buffer fill event
INC-ALPHA-2026-01,2026-01-30T11:27:00Z,TOOL-12,PROD-C2,LINE-1,105,98,3,4,147,12,6.34,8.52,20.49,material_shortage,Feeder ran dry before scheduled replenishment cycle arrived
INC-ALPHA-2026-01,2026-01-30T14:11:00Z,TOOL-04,PROD-C2,LINE-5,176,165,5,6,229,12,1.93,8.57,24.75,micro_stop,Brief line pause due to upstream buffer fill event
INC-ALPHA-2026-01,2026-01-30T18:10:00Z,TOOL-03,PROD-D1,LINE-2,179,173,4,2,61,9,3.72,10.14,6.66,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-30T19:27:00Z,TOOL-09,PROD-E1,LINE-5,184,180,2,2,201,2,4.48,10.49,26.46,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-30T23:02:00Z,TOOL-02,PROD-F2,LINE-5,142,135,5,2,157,5,2.19,5.71,16.82,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-31T01:49:00Z,TOOL-07,PROD-C1,LINE-4,99,93,2,4,220,15,4.47,6.34,6.78,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-31T05:41:00Z,TOOL-10,PROD-D1,LINE-3,192,179,5,8,226,4,3,8.63,22.08,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-31T09:41:00Z,TOOL-06,PROD-C1,LINE-4,227,179,35,13,131,45,3.33,11.44,9.19,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-ALPHA-2026-01,2026-01-31T12:11:00Z,TOOL-01,PROD-F2,LINE-4,133,110,16,7,237,24,5.59,10.79,14.64,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-ALPHA-2026-01,2026-01-31T16:19:00Z,TOOL-04,PROD-C1,LINE-2,188,177,9,2,213,15,4.41,8.7,28.01,calibration_drift,Process parameter drift required inline recalibration procedure
INC-ALPHA-2026-01,2026-01-31T20:11:00Z,TOOL-01,PROD-F3,LINE-3,217,199,8,10,87,7,4.79,7.67,20.82,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-31T21:52:00Z,TOOL-06,PROD-F3,LINE-4,107,104,1,2,190,7,3.73,7.27,24.08,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-02-01T01:08:00Z,TOOL-06,PROD-A1,LINE-4,106,100,2,4,81,3,5.66,10.42,13.06,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-02-01T02:37:00Z,TOOL-09,PROD-D2,LINE-3,201,192,2,7,175,10,1.84,3.4,22.48,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-02-01T05:37:00Z,TOOL-11,PROD-F3,LINE-2,142,133,5,4,144,13,6.29,8,14.53,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-02-01T08:16:00Z,TOOL-07,PROD-A1,LINE-5,130,123,4,3,61,6,2.53,9.78,25.03,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-02-01T09:36:00Z,TOOL-03,PROD-C2,LINE-3,130,124,4,2,185,10,4.48,9.27,19.26,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-02-01T12:57:00Z,TOOL-10,PROD-B1,LINE-3,237,220,9,8,140,3,2.69,4.22,13.71,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-02-01T15:32:00Z,TOOL-10,PROD-B1,LINE-5,178,168,5,5,197,5,4.27,8.31,7.65,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-01-15T07:00:00Z,TOOL-08,PROD-B1,LINE-1,224,203,7,14,134,6,2.87,8.01,8.37,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-01-15T09:31:00Z,TOOL-09,PROD-E1,LINE-1,226,203,8,15,153,22,5.61,6.36,22.69,changeover_delay,Recipe load delay extended total changeover beyond target
INC-BETA-2026-01,2026-01-15T12:09:00Z,TOOL-12,PROD-F4,LINE-2,156,111,36,9,127,52,5.81,6.8,26.5,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-15T14:25:00Z,TOOL-04,PROD-F3,LINE-5,169,145,15,9,169,10,4.58,10.51,25.15,calibration_drift,Thermal calibration deviation flagged by automated monitoring system
INC-BETA-2026-01,2026-01-15T17:27:00Z,TOOL-09,PROD-C1,LINE-5,217,191,9,17,134,14,4.36,11.66,17.37,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-BETA-2026-01,2026-01-15T19:47:00Z,TOOL-07,PROD-A1,LINE-3,112,101,8,3,97,27,3.11,5.69,25.93,micro_stop,Conveyor jam cleared quickly by line operator on site
INC-BETA-2026-01,2026-01-15T21:44:00Z,TOOL-11,PROD-C1,LINE-4,176,156,10,10,83,17,4.08,6.64,28.34,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-01-15T23:19:00Z,TOOL-10,PROD-A1,LINE-1,197,171,14,12,76,30,4.17,6.27,15.17,normal_run,No anomalies detected during this run cycle
INC-BETA-2026-01,2026-01-16T00:47:00Z,TOOL-05,PROD-C2,LINE-5,227,203,8,16,147,33,4.91,5.73,6.59,calibration_drift,Process parameter drift required inline recalibration procedure
INC-BETA-2026-01,2026-01-16T03:16:00Z,TOOL-02,PROD-F4,LINE-2,192,166,11,15,169,11,6.48,11.55,26.94,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-16T06:15:00Z,TOOL-02,PROD-F1,LINE-3,144,131,5,8,226,10,1.76,8.63,22.88,calibration_drift,Process parameter drift required inline recalibration procedure
INC-BETA-2026-01,2026-01-16T10:05:00Z,TOOL-12,PROD-A2,LINE-1,134,123,8,3,117,21,4.9,5.46,22.09,calibration_drift,Process parameter drift required inline recalibration procedure
INC-BETA-2026-01,2026-01-16T12:08:00Z,TOOL-08,PROD-A2,LINE-2,178,160,6,12,86,15,3.34,6.28,13.95,calibration_drift,Calibration check triggered after consecutive out-of-spec readings
INC-BETA-2026-01,2026-01-16T13:40:00Z,TOOL-02,PROD-E1,LINE-5,82,75,5,2,149,28,2.57,9.75,27.92,changeover_delay,Recipe load delay extended total changeover beyond target
INC-BETA-2026-01,2026-01-16T16:17:00Z,TOOL-02,PROD-A2,LINE-2,111,100,7,4,169,15,5.46,7.46,20.76,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-01-16T19:17:00Z,TOOL-12,PROD-A1,LINE-3,132,118,8,6,160,14,4.73,10.54,24.64,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-01-16T22:02:00Z,TOOL-04,PROD-D2,LINE-5,98,85,6,7,152,34,3.08,6.84,25.81,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-17T00:41:00Z,TOOL-08,PROD-F3,LINE-1,84,78,5,1,115,6,6.11,11.72,14.35,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-01-17T02:54:00Z,TOOL-07,PROD-D1,LINE-4,101,89,7,5,99,13,1.92,3.71,27.94,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-BETA-2026-01,2026-01-17T04:52:00Z,TOOL-06,PROD-D1,LINE-5,96,88,4,4,121,6,2.72,11.34,7.02,changeover_delay,Fixture swap took longer than standard changeover time
INC-BETA-2026-01,2026-01-17T07:04:00Z,TOOL-11,PROD-F2,LINE-2,110,104,3,3,62,10,3.98,7.09,17.45,calibration_drift,Tool calibration drift detected by SPC monitoring system alert
INC-BETA-2026-01,2026-01-17T08:13:00Z,TOOL-06,PROD-B1,LINE-3,110,99,9,2,169,13,4.12,6.56,29.35,changeover_delay,Recipe load delay extended total changeover beyond target
INC-BETA-2026-01,2026-01-17T11:18:00Z,TOOL-09,PROD-C2,LINE-1,207,183,18,6,100,13,5.37,11.35,21.53,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-01-17T13:16:00Z,TOOL-01,PROD-A1,LINE-1,142,133,4,5,98,10,6.16,11.24,18.37,quality_hold,Production held for root cause on elevated scrap rate trend
INC-BETA-2026-01,2026-01-17T15:09:00Z,TOOL-04,PROD-C2,LINE-2,186,162,17,7,79,23,3.36,7.95,27.45,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-17T16:46:00Z,TOOL-01,PROD-D1,LINE-1,199,168,18,13,139,15,1.93,7.11,13.59,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-17T19:16:00Z,TOOL-12,PROD-E2,LINE-2,198,172,11,15,110,28,6,10.68,10.37,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-01-17T21:08:00Z,TOOL-04,PROD-E1,LINE-3,82,74,7,1,228,17,5.75,10.43,6.7,changeover_delay,Product changeover delayed by missing tooling in staging area
INC-BETA-2026-01,2026-01-18T01:11:00Z,TOOL-08,PROD-A1,LINE-2,151,135,5,11,193,18,5,7.92,29.34,normal_run,Production running within all spec parameters today
INC-BETA-2026-01,2026-01-18T04:42:00Z,TOOL-03,PROD-F1,LINE-4,99,90,7,2,229,35,2.15,5.63,26.12,quality_hold,Hold placed on output pending incoming material re-inspection
INC-BETA-2026-01,2026-01-18T08:43:00Z,TOOL-06,PROD-D2,LINE-3,139,131,4,4,209,8,2.28,4.48,16.12,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-18T12:25:00Z,TOOL-04,PROD-D2,LINE-3,198,184,9,5,100,30,4.93,10.86,22.12,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-18T14:17:00Z,TOOL-03,PROD-A2,LINE-2,171,159,9,3,136,13,5.6,7.13,28.75,maintenance_hold,Maintenance team performed emergency seal replacement on vacuum pump
INC-BETA-2026-01,2026-01-18T16:52:00Z,TOOL-04,PROD-A2,LINE-4,106,94,9,3,63,6,5.65,11.9,7.4,calibration_drift,Tool calibration drift detected by SPC monitoring system alert
INC-BETA-2026-01,2026-01-18T17:59:00Z,TOOL-10,PROD-E2,LINE-3,99,81,12,6,225,58,5.55,6.6,26.03,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-BETA-2026-01,2026-01-18T21:47:00Z,TOOL-08,PROD-A1,LINE-2,226,199,13,14,187,5,3.41,7.36,13.2,quality_hold,Inline SPC chart triggered quality hold for process review
INC-BETA-2026-01,2026-01-19T01:04:00Z,TOOL-08,PROD-B1,LINE-1,237,212,17,8,135,20,3.56,8.43,5.59,normal_run,Steady throughput observed across the full planned window
INC-BETA-2026-01,2026-01-19T03:34:00Z,TOOL-04,PROD-F1,LINE-5,143,124,10,9,64,17,5.41,8.1,18.16,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-19T04:56:00Z,TOOL-06,PROD-D1,LINE-3,126,115,4,7,67,33,5.55,7.72,25.03,micro_stop,Short stop for label verification on outgoing pallet
INC-BETA-2026-01,2026-01-19T06:23:00Z,TOOL-04,PROD-B1,LINE-1,143,128,10,5,74,29,6.48,8.08,26.01,calibration_drift,Tool calibration drift detected by SPC monitoring system alert
INC-BETA-2026-01,2026-01-19T07:44:00Z,TOOL-03,PROD-B2,LINE-5,161,139,13,9,211,5,5.02,7.8,18.76,normal_run,Steady throughput observed across the full planned window
INC-BETA-2026-01,2026-01-19T11:32:00Z,TOOL-09,PROD-C1,LINE-2,205,195,6,4,214,12,1.6,7.3,12.63,changeover_delay,Setup time exceeded target due to new operator on shift
INC-BETA-2026-01,2026-01-19T15:12:00Z,TOOL-06,PROD-F2,LINE-2,162,153,5,4,240,34,2.21,4,17.68,micro_stop,Brief line pause due to upstream buffer fill event
INC-BETA-2026-01,2026-01-19T19:25:00Z,TOOL-12,PROD-F1,LINE-4,230,214,8,8,94,10,5.16,8.43,20.62,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-01-19T21:06:00Z,TOOL-12,PROD-E1,LINE-5,171,155,7,9,104,17,3.03,9.36,7.31,material_shortage,Shortage caused partial batch reduction for this run window
INC-BETA-2026-01,2026-01-19T23:10:00Z,TOOL-07,PROD-F4,LINE-5,88,82,3,3,216,12,4.7,5.91,16.9,micro_stop,Brief line pause due to upstream buffer fill event
INC-BETA-2026-01,2026-01-20T02:55:00Z,TOOL-06,PROD-C2,LINE-2,102,88,8,6,145,19,1.56,4.89,22.02,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-20T05:25:00Z,TOOL-12,PROD-A1,LINE-1,178,160,10,8,102,33,3.57,11.06,13.13,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-20T07:24:00Z,TOOL-10,PROD-F1,LINE-2,121,106,7,8,68,14,1.6,5.35,6.72,micro_stop,Minor sensor trigger caused momentary line hold
INC-BETA-2026-01,2026-01-20T08:39:00Z,TOOL-12,PROD-A2,LINE-5,103,72,16,15,183,75,1.65,11.48,8.29,quality_hold,Quality hold issued after visual defect found during sampling
INC-BETA-2026-01,2026-01-20T11:45:00Z,TOOL-02,PROD-C2,LINE-2,128,115,7,6,198,13,4.8,7.29,6.49,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-20T15:20:00Z,TOOL-03,PROD-A1,LINE-3,80,73,4,3,229,25,4.5,6.4,4.67,normal_run,No anomalies detected during this run cycle
INC-BETA-2026-01,2026-01-20T19:13:00Z,TOOL-08,PROD-F4,LINE-1,158,138,13,7,229,13,1.96,7.9,8.81,maintenance_hold,Tool flagged for maintenance after alarm threshold was reached
INC-BETA-2026-01,2026-01-20T23:09:00Z,TOOL-08,PROD-A1,LINE-3,192,174,12,6,128,23,1.81,9.77,21.35,normal_run,No anomalies detected during this run cycle
INC-BETA-2026-01,2026-01-21T01:36:00Z,TOOL-07,PROD-F3,LINE-5,138,120,9,9,193,18,6.33,10.38,28.35,changeover_delay,Product changeover delayed by missing tooling in staging area
INC-BETA-2026-01,2026-01-21T05:06:00Z,TOOL-05,PROD-A2,LINE-4,88,77,5,6,206,26,6.41,7.66,28.68,micro_stop,Conveyor jam cleared quickly by line operator on site
INC-BETA-2026-01,2026-01-21T08:40:00Z,TOOL-04,PROD-B1,LINE-1,188,171,6,11,111,31,4.64,10.86,10.71,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-BETA-2026-01,2026-01-21T10:35:00Z,TOOL-07,PROD-E1,LINE-4,221,202,11,8,177,34,5.87,10.8,20.2,changeover_delay,Recipe load delay extended total changeover beyond target
INC-BETA-2026-01,2026-01-21T13:37:00Z,TOOL-07,PROD-B1,LINE-2,225,195,16,14,85,34,2.03,10.02,24.43,maintenance_hold,Tool flagged for maintenance after alarm threshold was reached
INC-BETA-2026-01,2026-01-21T15:17:00Z,TOOL-05,PROD-D1,LINE-4,226,205,16,5,130,17,2.22,8.48,22.04,normal_run,No anomalies detected during this run cycle
INC-BETA-2026-01,2026-01-21T17:36:00Z,TOOL-01,PROD-F2,LINE-4,148,132,13,3,137,14,2.9,7.63,22.1,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-21T20:02:00Z,TOOL-03,PROD-C1,LINE-4,162,148,7,7,225,7,2.44,4.9,25.42,material_shortage,Production held pending clearance of quarantined input material
INC-BETA-2026-01,2026-01-22T00:00:00Z,TOOL-01,PROD-E1,LINE-2,96,88,4,4,94,29,5.76,11.31,4.75,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-22T01:42:00Z,TOOL-01,PROD-B2,LINE-1,196,182,6,8,110,13,3.34,7.63,14.32,quality_hold,Production held for root cause on elevated scrap rate trend
INC-BETA-2026-01,2026-01-22T03:34:00Z,TOOL-04,PROD-C2,LINE-4,232,200,14,18,181,23,4.26,7.25,25.78,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-22T06:39:00Z,TOOL-05,PROD-A1,LINE-4,92,85,3,4,114,32,2.61,5.11,9.38,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-22T08:35:00Z,TOOL-11,PROD-A1,LINE-4,113,99,8,6,62,12,2.76,10.3,11.94,sensor_fault,Flow sensor reported out-of-range value requiring manual verification
INC-BETA-2026-01,2026-01-22T09:47:00Z,TOOL-07,PROD-D1,LINE-3,197,179,9,9,233,21,5.62,8.46,6.66,changeover_delay,Changeover held pending engineering sign-off on first article
INC-BETA-2026-01,2026-01-22T13:53:00Z,TOOL-09,PROD-F1,LINE-5,235,210,11,14,183,7,3.18,5.98,12.45,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-01-22T17:07:00Z,TOOL-04,PROD-B1,LINE-5,141,119,13,9,213,17,4.8,9.86,22.75,changeover_delay,Changeover extended due to calibration check after setup
INC-BETA-2026-01,2026-01-22T20:50:00Z,TOOL-07,PROD-D1,LINE-4,89,76,6,7,108,15,5.13,7.05,17.9,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-BETA-2026-01,2026-01-22T22:51:00Z,TOOL-09,PROD-C1,LINE-2,222,208,9,5,92,28,2.79,10.33,23.84,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-01-23T00:35:00Z,TOOL-11,PROD-A2,LINE-2,170,151,7,12,167,30,5.93,8.5,19.22,micro_stop,Brief line pause due to upstream buffer fill event
INC-BETA-2026-01,2026-01-23T03:39:00Z,TOOL-01,PROD-F4,LINE-5,228,202,21,5,109,21,2.1,9.13,17.78,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-23T05:34:00Z,TOOL-03,PROD-B2,LINE-3,184,153,18,13,177,9,3.08,9.61,24.25,changeover_delay,Changeover held pending engineering sign-off on first article
INC-BETA-2026-01,2026-01-23T08:38:00Z,TOOL-06,PROD-F1,LINE-1,81,75,4,2,103,23,5.32,8.85,23.85,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-01-23T10:36:00Z,TOOL-11,PROD-D1,LINE-4,189,163,18,8,69,22,2.5,6.36,4.37,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-23T12:03:00Z,TOOL-04,PROD-A1,LINE-1,240,213,19,8,148,14,2.14,6.45,19.31,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-23T14:34:00Z,TOOL-05,PROD-C1,LINE-4,213,190,15,8,235,9,3.21,11.18,13.34,normal_run,Nominal output achieved across planned production window
INC-BETA-2026-01,2026-01-23T18:43:00Z,TOOL-01,PROD-B2,LINE-2,113,106,5,2,189,10,2.12,9.4,24.6,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-BETA-2026-01,2026-01-23T22:02:00Z,TOOL-09,PROD-E2,LINE-1,232,196,23,13,227,31,1.6,9.21,14.84,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-BETA-2026-01,2026-01-24T01:59:00Z,TOOL-08,PROD-F2,LINE-2,132,115,10,7,137,18,4.81,9.74,11.02,changeover_delay,Product changeover delayed by missing tooling in staging area
INC-BETA-2026-01,2026-01-24T04:31:00Z,TOOL-02,PROD-E1,LINE-5,110,98,5,7,187,11,4.55,10.46,25.62,sensor_fault,Temperature sensor gave erratic readings triggering automated hold
INC-BETA-2026-01,2026-01-24T07:53:00Z,TOOL-05,PROD-B1,LINE-1,220,199,14,7,183,15,2.67,3.28,6.31,normal_run,All quality checks passed within acceptable tolerances
INC-BETA-2026-01,2026-01-24T11:13:00Z,TOOL-03,PROD-A2,LINE-5,99,90,7,2,125,25,2.66,11.9,11.7,micro_stop,Brief line pause due to upstream buffer fill event
INC-BETA-2026-01,2026-01-24T13:25:00Z,TOOL-01,PROD-F4,LINE-3,172,152,14,6,89,8,5.76,11.37,4.25,normal_run,Run completed without interruption or escalation required
INC-BETA-2026-01,2026-01-24T15:01:00Z,TOOL-06,PROD-C2,LINE-4,239,213,11,15,155,31,3.21,4.65,14.41,micro_stop,Micro stop logged during transition between product lots
INC-BETA-2026-01,2026-01-24T17:50:00Z,TOOL-12,PROD-F4,LINE-4,187,161,14,12,88,9,4.98,5.86,28.5,normal_run,Operator confirmed line stable through end of shift
INC-BETA-2026-01,2026-01-24T19:38:00Z,TOOL-08,PROD-F3,LINE-5,192,176,8,8,151,24,1.64,9.16,25.8,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-BETA-2026-01,2026-01-24T22:26:00Z,TOOL-08,PROD-A2,LINE-4,192,180,6,6,140,5,5.02,9.91,23.96,changeover_delay,Tool change required additional verification before restart
INC-BETA-2026-01,2026-01-25T00:55:00Z,TOOL-11,PROD-F4,LINE-3,212,185,14,13,84,18,4.81,6.97,12.99,material_shortage,Feeder ran dry before scheduled replenishment cycle arrived
